Human_ID	Mouse_ID	Mouse_name	Human_name
ENSG00000274764	ENSMUSG00000096756	AC165294.3	PRAMEF27
ENSG00000274764	ENSMUSG00000072822	BC061212	PRAMEF27
ENSG00000274764	ENSMUSG00000046133	C130073F10Rik	PRAMEF27
ENSG00000274764	ENSMUSG00000094383	AC123873.1	PRAMEF27
ENSG00000274764	ENSMUSG00000094791	AC126035.1	PRAMEF27
ENSG00000274764	ENSMUSG00000070618	BC080695	PRAMEF27
ENSG00000274764	ENSMUSG00000078508	Gm13128	PRAMEF27
ENSG00000274764	ENSMUSG00000047799	Oog4	PRAMEF27
ENSG00000274764	ENSMUSG00000025839	Pramel7	PRAMEF27
ENSG00000274764	ENSMUSG00000046862	Pramef8	PRAMEF27
ENSG00000274764	ENSMUSG00000078511	Pramef25	PRAMEF27
ENSG00000274764	ENSMUSG00000070686	C87414	PRAMEF27
ENSG00000274764	ENSMUSG00000094741	AC140325.2	PRAMEF27
ENSG00000274764	ENSMUSG00000095570	AC140325.3	PRAMEF27
ENSG00000274764	ENSMUSG00000078626	Gm12790	PRAMEF27
ENSG00000274764	ENSMUSG00000094172	AC163611.1	PRAMEF27
ENSG00000274764	ENSMUSG00000094836	AC123873.3	PRAMEF27
ENSG00000274764	ENSMUSG00000073723	Gm13102	PRAMEF27
ENSG00000274764	ENSMUSG00000096680	AC164084.3	PRAMEF27
ENSG00000274764	ENSMUSG00000095475	AC133095.2	PRAMEF27
ENSG00000274764	ENSMUSG00000094195	Gm6509	PRAMEF27
ENSG00000274764	ENSMUSG00000066027	Gm10436	PRAMEF27
ENSG00000274764	ENSMUSG00000074720	AC140325.1	PRAMEF27
ENSG00000274764	ENSMUSG00000096044	Gm16427	PRAMEF27
ENSG00000274764	ENSMUSG00000096236	AC165294.2	PRAMEF27
ENSG00000274764	ENSMUSG00000046435	Gm13078	PRAMEF27
ENSG00000274764	ENSMUSG00000078513	Gm13088	PRAMEF27
ENSG00000274764	ENSMUSG00000035201	B020004J07Rik	PRAMEF27
ENSG00000274764	ENSMUSG00000095076	AC125178.2	PRAMEF27
ENSG00000274764	ENSMUSG00000095074	Gm3139	PRAMEF27
ENSG00000274764	ENSMUSG00000038330	C87499	PRAMEF27
ENSG00000274764	ENSMUSG00000036749	Pramel5	PRAMEF27
ENSG00000274764	ENSMUSG00000070677	D5Ertd577e	PRAMEF27
ENSG00000274764	ENSMUSG00000037028	Gm12800	PRAMEF27
ENSG00000274764	ENSMUSG00000094560	A430089I19Rik	PRAMEF27
ENSG00000274764	ENSMUSG00000025838	Pramel6	PRAMEF27
ENSG00000274764	ENSMUSG00000072814	Gm7982	PRAMEF27
ENSG00000274764	ENSMUSG00000070890	Gm12794	PRAMEF27
ENSG00000274764	ENSMUSG00000092073	Gm6205	PRAMEF27
ENSG00000274764	ENSMUSG00000066688	Gm13083	PRAMEF27
ENSG00000274764	ENSMUSG00000095954	Gm3183	PRAMEF27
ENSG00000274764	ENSMUSG00000094722	AC125178.1	PRAMEF27
ENSG00000274764	ENSMUSG00000094043	Gm7971	PRAMEF27
ENSG00000274764	ENSMUSG00000094855	AC133095.1	PRAMEF27
ENSG00000274764	ENSMUSG00000095718	Gm6502	PRAMEF27
ENSG00000274764	ENSMUSG00000095666	AC164084.2	PRAMEF27
ENSG00000274764	ENSMUSG00000095503	Gm3147	PRAMEF27
ENSG00000274764	ENSMUSG00000094887	AC163611.2	PRAMEF27
ENSG00000274764	ENSMUSG00000096550	Gm16367	PRAMEF27
ENSG00000274764	ENSMUSG00000095523	AC124606.1	PRAMEF27
ENSG00000274764	ENSMUSG00000095728	AC125178.3	PRAMEF27
ENSG00000274764	ENSMUSG00000094303	AC165294.1	PRAMEF27
ENSG00000274764	ENSMUSG00000059218	Gm13084	PRAMEF27
ENSG00000277058	ENSMUSG00000060373	Hnrnpc	HNRNPCL3
ENSG00000229571	ENSMUSG00000066031	Gm13023	PRAMEF25
ENSG00000229571	ENSMUSG00000041805	Pramel1	PRAMEF25
ENSG00000229571	ENSMUSG00000079423	Gm3286	PRAMEF25
ENSG00000229571	ENSMUSG00000096066	Gm10424	PRAMEF25
ENSG00000229571	ENSMUSG00000096728	AC140325.4	PRAMEF25
ENSG00000229571	ENSMUSG00000072821	Gm6351	PRAMEF25
ENSG00000229571	ENSMUSG00000096154	Gm13057	PRAMEF25
ENSG00000229571	ENSMUSG00000070616	Gm13040	PRAMEF25
ENSG00000229571	ENSMUSG00000095505	AC164084.1	PRAMEF25
ENSG00000229571	ENSMUSG00000091585	AC140365.1	PRAMEF25
ENSG00000229571	ENSMUSG00000092166	Gm7942	PRAMEF25
ENSG00000229571	ENSMUSG00000072813	E330014E10Rik	PRAMEF25
ENSG00000229571	ENSMUSG00000078625	Gm12789	PRAMEF25
ENSG00000229571	ENSMUSG00000094337	Gm3286	PRAMEF25
ENSG00000229571	ENSMUSG00000107392	Gm7792	PRAMEF25
ENSG00000229571	ENSMUSG00000096742	Gm6367	PRAMEF25
ENSG00000229571	ENSMUSG00000096139	Gm7978	PRAMEF25
ENSG00000229571	ENSMUSG00000079424	Gm3259	PRAMEF25
ENSG00000229571	ENSMUSG00000096276	Gm2042	PRAMEF25
ENSG00000229571	ENSMUSG00000029451	Gm13103	PRAMEF25
ENSG00000229571	ENSMUSG00000073497	AA792892	PRAMEF25
ENSG00000229571	ENSMUSG00000078512	Pramef6	PRAMEF25
ENSG00000229571	ENSMUSG00000095996	Gm16513	PRAMEF25
ENSG00000229571	ENSMUSG00000078509	Pramef17	PRAMEF25
ENSG00000229571	ENSMUSG00000070619	Gm13119	PRAMEF25
ENSG00000229571	ENSMUSG00000066030	Oog2	PRAMEF25
ENSG00000229571	ENSMUSG00000050810	Oog3	PRAMEF25
ENSG00000229571	ENSMUSG00000070617	Gm13089	PRAMEF25
ENSG00000229571	ENSMUSG00000073721	Pramef20	PRAMEF25
ENSG00000229571	ENSMUSG00000096576	Oog1	PRAMEF25
ENSG00000229571	ENSMUSG00000078510	Gm13101	PRAMEF25
ENSG00000229571	ENSMUSG00000096259	Gm3106	PRAMEF25
ENSG00000229571	ENSMUSG00000028591	Pramef12	PRAMEF25
ENSG00000229571	ENSMUSG00000096230	Gm16429	PRAMEF25
ENSG00000229571	ENSMUSG00000095409	Gm13043	PRAMEF25
ENSG00000229571	ENSMUSG00000094474	AC123873.2	PRAMEF25
ENSG00000229571	ENSMUSG00000073724	Pramel4	PRAMEF25
ENSG00000229571	ENSMUSG00000095763	AC124606.2	PRAMEF25
ENSG00000229571	ENSMUSG00000046262	C87977	PRAMEF25
ENSG00000229571	ENSMUSG00000074011	Gm7682	PRAMEF25
ENSG00000229571	ENSMUSG00000096756	AC165294.3	PRAMEF25
ENSG00000229571	ENSMUSG00000072822	BC061212	PRAMEF25
ENSG00000229571	ENSMUSG00000046133	C130073F10Rik	PRAMEF25
ENSG00000229571	ENSMUSG00000094383	AC123873.1	PRAMEF25
ENSG00000229571	ENSMUSG00000094791	AC126035.1	PRAMEF25
ENSG00000229571	ENSMUSG00000070618	BC080695	PRAMEF25
ENSG00000229571	ENSMUSG00000078508	Gm13128	PRAMEF25
ENSG00000229571	ENSMUSG00000047799	Oog4	PRAMEF25
ENSG00000229571	ENSMUSG00000025839	Pramel7	PRAMEF25
ENSG00000229571	ENSMUSG00000046862	Pramef8	PRAMEF25
ENSG00000229571	ENSMUSG00000078511	Pramef25	PRAMEF25
ENSG00000229571	ENSMUSG00000070686	C87414	PRAMEF25
ENSG00000229571	ENSMUSG00000094741	AC140325.2	PRAMEF25
ENSG00000229571	ENSMUSG00000095570	AC140325.3	PRAMEF25
ENSG00000229571	ENSMUSG00000078626	Gm12790	PRAMEF25
ENSG00000229571	ENSMUSG00000094172	AC163611.1	PRAMEF25
ENSG00000229571	ENSMUSG00000094836	AC123873.3	PRAMEF25
ENSG00000229571	ENSMUSG00000073723	Gm13102	PRAMEF25
ENSG00000229571	ENSMUSG00000096680	AC164084.3	PRAMEF25
ENSG00000229571	ENSMUSG00000095475	AC133095.2	PRAMEF25
ENSG00000229571	ENSMUSG00000094195	Gm6509	PRAMEF25
ENSG00000229571	ENSMUSG00000066027	Gm10436	PRAMEF25
ENSG00000229571	ENSMUSG00000074720	AC140325.1	PRAMEF25
ENSG00000229571	ENSMUSG00000096044	Gm16427	PRAMEF25
ENSG00000229571	ENSMUSG00000096236	AC165294.2	PRAMEF25
ENSG00000229571	ENSMUSG00000046435	Gm13078	PRAMEF25
ENSG00000229571	ENSMUSG00000078513	Gm13088	PRAMEF25
ENSG00000229571	ENSMUSG00000035201	B020004J07Rik	PRAMEF25
ENSG00000229571	ENSMUSG00000095076	AC125178.2	PRAMEF25
ENSG00000229571	ENSMUSG00000095074	Gm3139	PRAMEF25
ENSG00000229571	ENSMUSG00000038330	C87499	PRAMEF25
ENSG00000229571	ENSMUSG00000036749	Pramel5	PRAMEF25
ENSG00000229571	ENSMUSG00000070677	D5Ertd577e	PRAMEF25
ENSG00000229571	ENSMUSG00000037028	Gm12800	PRAMEF25
ENSG00000229571	ENSMUSG00000094560	A430089I19Rik	PRAMEF25
ENSG00000229571	ENSMUSG00000025838	Pramel6	PRAMEF25
ENSG00000229571	ENSMUSG00000072814	Gm7982	PRAMEF25
ENSG00000229571	ENSMUSG00000070890	Gm12794	PRAMEF25
ENSG00000229571	ENSMUSG00000092073	Gm6205	PRAMEF25
ENSG00000229571	ENSMUSG00000066688	Gm13083	PRAMEF25
ENSG00000229571	ENSMUSG00000095954	Gm3183	PRAMEF25
ENSG00000229571	ENSMUSG00000094722	AC125178.1	PRAMEF25
ENSG00000229571	ENSMUSG00000094043	Gm7971	PRAMEF25
ENSG00000229571	ENSMUSG00000094855	AC133095.1	PRAMEF25
ENSG00000229571	ENSMUSG00000095718	Gm6502	PRAMEF25
ENSG00000229571	ENSMUSG00000095666	AC164084.2	PRAMEF25
ENSG00000229571	ENSMUSG00000095503	Gm3147	PRAMEF25
ENSG00000229571	ENSMUSG00000094887	AC163611.2	PRAMEF25
ENSG00000229571	ENSMUSG00000096550	Gm16367	PRAMEF25
ENSG00000229571	ENSMUSG00000095523	AC124606.1	PRAMEF25
ENSG00000229571	ENSMUSG00000095728	AC125178.3	PRAMEF25
ENSG00000229571	ENSMUSG00000094303	AC165294.1	PRAMEF25
ENSG00000229571	ENSMUSG00000059218	Gm13084	PRAMEF25
ENSG00000275774	ENSMUSG00000060373	Hnrnpc	HNRNPCL2
ENSG00000280267	ENSMUSG00000066031	Gm13023	PRAMEF26
ENSG00000280267	ENSMUSG00000041805	Pramel1	PRAMEF26
ENSG00000280267	ENSMUSG00000079423	Gm3286	PRAMEF26
ENSG00000280267	ENSMUSG00000096066	Gm10424	PRAMEF26
ENSG00000280267	ENSMUSG00000096728	AC140325.4	PRAMEF26
ENSG00000280267	ENSMUSG00000072821	Gm6351	PRAMEF26
ENSG00000280267	ENSMUSG00000096154	Gm13057	PRAMEF26
ENSG00000280267	ENSMUSG00000070616	Gm13040	PRAMEF26
ENSG00000280267	ENSMUSG00000095505	AC164084.1	PRAMEF26
ENSG00000280267	ENSMUSG00000091585	AC140365.1	PRAMEF26
ENSG00000280267	ENSMUSG00000092166	Gm7942	PRAMEF26
ENSG00000280267	ENSMUSG00000072813	E330014E10Rik	PRAMEF26
ENSG00000280267	ENSMUSG00000078625	Gm12789	PRAMEF26
ENSG00000280267	ENSMUSG00000094337	Gm3286	PRAMEF26
ENSG00000280267	ENSMUSG00000107392	Gm7792	PRAMEF26
ENSG00000280267	ENSMUSG00000096742	Gm6367	PRAMEF26
ENSG00000280267	ENSMUSG00000096139	Gm7978	PRAMEF26
ENSG00000280267	ENSMUSG00000079424	Gm3259	PRAMEF26
ENSG00000280267	ENSMUSG00000096276	Gm2042	PRAMEF26
ENSG00000280267	ENSMUSG00000029451	Gm13103	PRAMEF26
ENSG00000280267	ENSMUSG00000073497	AA792892	PRAMEF26
ENSG00000280267	ENSMUSG00000078512	Pramef6	PRAMEF26
ENSG00000280267	ENSMUSG00000095996	Gm16513	PRAMEF26
ENSG00000280267	ENSMUSG00000078509	Pramef17	PRAMEF26
ENSG00000280267	ENSMUSG00000070619	Gm13119	PRAMEF26
ENSG00000280267	ENSMUSG00000066030	Oog2	PRAMEF26
ENSG00000280267	ENSMUSG00000050810	Oog3	PRAMEF26
ENSG00000280267	ENSMUSG00000070617	Gm13089	PRAMEF26
ENSG00000280267	ENSMUSG00000073721	Pramef20	PRAMEF26
ENSG00000280267	ENSMUSG00000096576	Oog1	PRAMEF26
ENSG00000280267	ENSMUSG00000078510	Gm13101	PRAMEF26
ENSG00000280267	ENSMUSG00000096259	Gm3106	PRAMEF26
ENSG00000280267	ENSMUSG00000028591	Pramef12	PRAMEF26
ENSG00000280267	ENSMUSG00000096230	Gm16429	PRAMEF26
ENSG00000280267	ENSMUSG00000095409	Gm13043	PRAMEF26
ENSG00000280267	ENSMUSG00000094474	AC123873.2	PRAMEF26
ENSG00000280267	ENSMUSG00000073724	Pramel4	PRAMEF26
ENSG00000280267	ENSMUSG00000095763	AC124606.2	PRAMEF26
ENSG00000280267	ENSMUSG00000046262	C87977	PRAMEF26
ENSG00000280267	ENSMUSG00000074011	Gm7682	PRAMEF26
ENSG00000280267	ENSMUSG00000096756	AC165294.3	PRAMEF26
ENSG00000280267	ENSMUSG00000072822	BC061212	PRAMEF26
ENSG00000280267	ENSMUSG00000046133	C130073F10Rik	PRAMEF26
ENSG00000280267	ENSMUSG00000094383	AC123873.1	PRAMEF26
ENSG00000280267	ENSMUSG00000094791	AC126035.1	PRAMEF26
ENSG00000280267	ENSMUSG00000070618	BC080695	PRAMEF26
ENSG00000280267	ENSMUSG00000078508	Gm13128	PRAMEF26
ENSG00000280267	ENSMUSG00000047799	Oog4	PRAMEF26
ENSG00000280267	ENSMUSG00000025839	Pramel7	PRAMEF26
ENSG00000280267	ENSMUSG00000046862	Pramef8	PRAMEF26
ENSG00000280267	ENSMUSG00000078511	Pramef25	PRAMEF26
ENSG00000280267	ENSMUSG00000070686	C87414	PRAMEF26
ENSG00000280267	ENSMUSG00000094741	AC140325.2	PRAMEF26
ENSG00000280267	ENSMUSG00000095570	AC140325.3	PRAMEF26
ENSG00000280267	ENSMUSG00000078626	Gm12790	PRAMEF26
ENSG00000280267	ENSMUSG00000094172	AC163611.1	PRAMEF26
ENSG00000280267	ENSMUSG00000094836	AC123873.3	PRAMEF26
ENSG00000280267	ENSMUSG00000073723	Gm13102	PRAMEF26
ENSG00000280267	ENSMUSG00000096680	AC164084.3	PRAMEF26
ENSG00000280267	ENSMUSG00000095475	AC133095.2	PRAMEF26
ENSG00000280267	ENSMUSG00000094195	Gm6509	PRAMEF26
ENSG00000280267	ENSMUSG00000066027	Gm10436	PRAMEF26
ENSG00000280267	ENSMUSG00000074720	AC140325.1	PRAMEF26
ENSG00000280267	ENSMUSG00000096044	Gm16427	PRAMEF26
ENSG00000280267	ENSMUSG00000096236	AC165294.2	PRAMEF26
ENSG00000280267	ENSMUSG00000046435	Gm13078	PRAMEF26
ENSG00000280267	ENSMUSG00000078513	Gm13088	PRAMEF26
ENSG00000280267	ENSMUSG00000035201	B020004J07Rik	PRAMEF26
ENSG00000280267	ENSMUSG00000095076	AC125178.2	PRAMEF26
ENSG00000280267	ENSMUSG00000095074	Gm3139	PRAMEF26
ENSG00000280267	ENSMUSG00000038330	C87499	PRAMEF26
ENSG00000280267	ENSMUSG00000036749	Pramel5	PRAMEF26
ENSG00000280267	ENSMUSG00000070677	D5Ertd577e	PRAMEF26
ENSG00000280267	ENSMUSG00000037028	Gm12800	PRAMEF26
ENSG00000280267	ENSMUSG00000094560	A430089I19Rik	PRAMEF26
ENSG00000280267	ENSMUSG00000025838	Pramel6	PRAMEF26
ENSG00000280267	ENSMUSG00000072814	Gm7982	PRAMEF26
ENSG00000280267	ENSMUSG00000070890	Gm12794	PRAMEF26
ENSG00000280267	ENSMUSG00000092073	Gm6205	PRAMEF26
ENSG00000280267	ENSMUSG00000066688	Gm13083	PRAMEF26
ENSG00000280267	ENSMUSG00000095954	Gm3183	PRAMEF26
ENSG00000280267	ENSMUSG00000094722	AC125178.1	PRAMEF26
ENSG00000280267	ENSMUSG00000094043	Gm7971	PRAMEF26
ENSG00000280267	ENSMUSG00000094855	AC133095.1	PRAMEF26
ENSG00000280267	ENSMUSG00000095718	Gm6502	PRAMEF26
ENSG00000280267	ENSMUSG00000095666	AC164084.2	PRAMEF26
ENSG00000280267	ENSMUSG00000095503	Gm3147	PRAMEF26
ENSG00000280267	ENSMUSG00000094887	AC163611.2	PRAMEF26
ENSG00000280267	ENSMUSG00000096550	Gm16367	PRAMEF26
ENSG00000280267	ENSMUSG00000095523	AC124606.1	PRAMEF26
ENSG00000280267	ENSMUSG00000095728	AC125178.3	PRAMEF26
ENSG00000280267	ENSMUSG00000094303	AC165294.1	PRAMEF26
ENSG00000280267	ENSMUSG00000059218	Gm13084	PRAMEF26
ENSG00000179412	ENSMUSG00000060373	Hnrnpc	HNRNPCL4
ENSG00000204505	ENSMUSG00000066031	Gm13023	PRAMEF9
ENSG00000204505	ENSMUSG00000041805	Pramel1	PRAMEF9
ENSG00000204505	ENSMUSG00000079423	Gm3286	PRAMEF9
ENSG00000204505	ENSMUSG00000096066	Gm10424	PRAMEF9
ENSG00000204505	ENSMUSG00000096728	AC140325.4	PRAMEF9
ENSG00000204505	ENSMUSG00000072821	Gm6351	PRAMEF9
ENSG00000204505	ENSMUSG00000096154	Gm13057	PRAMEF9
ENSG00000204505	ENSMUSG00000070616	Gm13040	PRAMEF9
ENSG00000204505	ENSMUSG00000095505	AC164084.1	PRAMEF9
ENSG00000204505	ENSMUSG00000091585	AC140365.1	PRAMEF9
ENSG00000204505	ENSMUSG00000092166	Gm7942	PRAMEF9
ENSG00000204505	ENSMUSG00000072813	E330014E10Rik	PRAMEF9
ENSG00000204505	ENSMUSG00000078625	Gm12789	PRAMEF9
ENSG00000204505	ENSMUSG00000094337	Gm3286	PRAMEF9
ENSG00000204505	ENSMUSG00000107392	Gm7792	PRAMEF9
ENSG00000204505	ENSMUSG00000096742	Gm6367	PRAMEF9
ENSG00000204505	ENSMUSG00000096139	Gm7978	PRAMEF9
ENSG00000204505	ENSMUSG00000079424	Gm3259	PRAMEF9
ENSG00000204505	ENSMUSG00000096276	Gm2042	PRAMEF9
ENSG00000204505	ENSMUSG00000029451	Gm13103	PRAMEF9
ENSG00000204505	ENSMUSG00000073497	AA792892	PRAMEF9
ENSG00000204505	ENSMUSG00000078512	Pramef6	PRAMEF9
ENSG00000204505	ENSMUSG00000095996	Gm16513	PRAMEF9
ENSG00000204505	ENSMUSG00000078509	Pramef17	PRAMEF9
ENSG00000204505	ENSMUSG00000070619	Gm13119	PRAMEF9
ENSG00000204505	ENSMUSG00000066030	Oog2	PRAMEF9
ENSG00000204505	ENSMUSG00000050810	Oog3	PRAMEF9
ENSG00000204505	ENSMUSG00000070617	Gm13089	PRAMEF9
ENSG00000204505	ENSMUSG00000073721	Pramef20	PRAMEF9
ENSG00000204505	ENSMUSG00000096576	Oog1	PRAMEF9
ENSG00000204505	ENSMUSG00000078510	Gm13101	PRAMEF9
ENSG00000204505	ENSMUSG00000096259	Gm3106	PRAMEF9
ENSG00000204505	ENSMUSG00000028591	Pramef12	PRAMEF9
ENSG00000204505	ENSMUSG00000096230	Gm16429	PRAMEF9
ENSG00000204505	ENSMUSG00000095409	Gm13043	PRAMEF9
ENSG00000204505	ENSMUSG00000094474	AC123873.2	PRAMEF9
ENSG00000204505	ENSMUSG00000073724	Pramel4	PRAMEF9
ENSG00000204505	ENSMUSG00000095763	AC124606.2	PRAMEF9
ENSG00000204505	ENSMUSG00000046262	C87977	PRAMEF9
ENSG00000204505	ENSMUSG00000074011	Gm7682	PRAMEF9
ENSG00000204505	ENSMUSG00000096756	AC165294.3	PRAMEF9
ENSG00000204505	ENSMUSG00000072822	BC061212	PRAMEF9
ENSG00000204505	ENSMUSG00000046133	C130073F10Rik	PRAMEF9
ENSG00000204505	ENSMUSG00000094383	AC123873.1	PRAMEF9
ENSG00000204505	ENSMUSG00000094791	AC126035.1	PRAMEF9
ENSG00000204505	ENSMUSG00000070618	BC080695	PRAMEF9
ENSG00000204505	ENSMUSG00000078508	Gm13128	PRAMEF9
ENSG00000204505	ENSMUSG00000047799	Oog4	PRAMEF9
ENSG00000204505	ENSMUSG00000025839	Pramel7	PRAMEF9
ENSG00000204505	ENSMUSG00000046862	Pramef8	PRAMEF9
ENSG00000204505	ENSMUSG00000078511	Pramef25	PRAMEF9
ENSG00000204505	ENSMUSG00000070686	C87414	PRAMEF9
ENSG00000204505	ENSMUSG00000094741	AC140325.2	PRAMEF9
ENSG00000204505	ENSMUSG00000095570	AC140325.3	PRAMEF9
ENSG00000204505	ENSMUSG00000078626	Gm12790	PRAMEF9
ENSG00000204505	ENSMUSG00000094172	AC163611.1	PRAMEF9
ENSG00000204505	ENSMUSG00000094836	AC123873.3	PRAMEF9
ENSG00000204505	ENSMUSG00000073723	Gm13102	PRAMEF9
ENSG00000204505	ENSMUSG00000096680	AC164084.3	PRAMEF9
ENSG00000204505	ENSMUSG00000095475	AC133095.2	PRAMEF9
ENSG00000204505	ENSMUSG00000094195	Gm6509	PRAMEF9
ENSG00000204505	ENSMUSG00000066027	Gm10436	PRAMEF9
ENSG00000204505	ENSMUSG00000074720	AC140325.1	PRAMEF9
ENSG00000204505	ENSMUSG00000096044	Gm16427	PRAMEF9
ENSG00000204505	ENSMUSG00000096236	AC165294.2	PRAMEF9
ENSG00000204505	ENSMUSG00000046435	Gm13078	PRAMEF9
ENSG00000204505	ENSMUSG00000078513	Gm13088	PRAMEF9
ENSG00000204505	ENSMUSG00000035201	B020004J07Rik	PRAMEF9
ENSG00000204505	ENSMUSG00000095076	AC125178.2	PRAMEF9
ENSG00000204505	ENSMUSG00000095074	Gm3139	PRAMEF9
ENSG00000204505	ENSMUSG00000038330	C87499	PRAMEF9
ENSG00000204505	ENSMUSG00000036749	Pramel5	PRAMEF9
ENSG00000204505	ENSMUSG00000070677	D5Ertd577e	PRAMEF9
ENSG00000204505	ENSMUSG00000037028	Gm12800	PRAMEF9
ENSG00000204505	ENSMUSG00000094560	A430089I19Rik	PRAMEF9
ENSG00000204505	ENSMUSG00000025838	Pramel6	PRAMEF9
ENSG00000204505	ENSMUSG00000072814	Gm7982	PRAMEF9
ENSG00000204505	ENSMUSG00000070890	Gm12794	PRAMEF9
ENSG00000204505	ENSMUSG00000092073	Gm6205	PRAMEF9
ENSG00000204505	ENSMUSG00000066688	Gm13083	PRAMEF9
ENSG00000204505	ENSMUSG00000095954	Gm3183	PRAMEF9
ENSG00000204505	ENSMUSG00000094722	AC125178.1	PRAMEF9
ENSG00000204505	ENSMUSG00000094043	Gm7971	PRAMEF9
ENSG00000204505	ENSMUSG00000094855	AC133095.1	PRAMEF9
ENSG00000204505	ENSMUSG00000095718	Gm6502	PRAMEF9
ENSG00000204505	ENSMUSG00000095666	AC164084.2	PRAMEF9
ENSG00000204505	ENSMUSG00000095503	Gm3147	PRAMEF9
ENSG00000204505	ENSMUSG00000094887	AC163611.2	PRAMEF9
ENSG00000204505	ENSMUSG00000096550	Gm16367	PRAMEF9
ENSG00000204505	ENSMUSG00000095523	AC124606.1	PRAMEF9
ENSG00000204505	ENSMUSG00000095728	AC125178.3	PRAMEF9
ENSG00000204505	ENSMUSG00000094303	AC165294.1	PRAMEF9
ENSG00000204505	ENSMUSG00000059218	Gm13084	PRAMEF9
ENSG00000279169	ENSMUSG00000066031	Gm13023	PRAMEF13
ENSG00000279169	ENSMUSG00000041805	Pramel1	PRAMEF13
ENSG00000279169	ENSMUSG00000079423	Gm3286	PRAMEF13
ENSG00000279169	ENSMUSG00000096066	Gm10424	PRAMEF13
ENSG00000279169	ENSMUSG00000096728	AC140325.4	PRAMEF13
ENSG00000279169	ENSMUSG00000072821	Gm6351	PRAMEF13
ENSG00000279169	ENSMUSG00000096154	Gm13057	PRAMEF13
ENSG00000279169	ENSMUSG00000070616	Gm13040	PRAMEF13
ENSG00000279169	ENSMUSG00000095505	AC164084.1	PRAMEF13
ENSG00000279169	ENSMUSG00000091585	AC140365.1	PRAMEF13
ENSG00000279169	ENSMUSG00000092166	Gm7942	PRAMEF13
ENSG00000279169	ENSMUSG00000072813	E330014E10Rik	PRAMEF13
ENSG00000279169	ENSMUSG00000078625	Gm12789	PRAMEF13
ENSG00000279169	ENSMUSG00000094337	Gm3286	PRAMEF13
ENSG00000279169	ENSMUSG00000107392	Gm7792	PRAMEF13
ENSG00000279169	ENSMUSG00000096742	Gm6367	PRAMEF13
ENSG00000279169	ENSMUSG00000096139	Gm7978	PRAMEF13
ENSG00000279169	ENSMUSG00000079424	Gm3259	PRAMEF13
ENSG00000279169	ENSMUSG00000096276	Gm2042	PRAMEF13
ENSG00000279169	ENSMUSG00000029451	Gm13103	PRAMEF13
ENSG00000279169	ENSMUSG00000073497	AA792892	PRAMEF13
ENSG00000279169	ENSMUSG00000078512	Pramef6	PRAMEF13
ENSG00000279169	ENSMUSG00000095996	Gm16513	PRAMEF13
ENSG00000279169	ENSMUSG00000078509	Pramef17	PRAMEF13
ENSG00000279169	ENSMUSG00000070619	Gm13119	PRAMEF13
ENSG00000279169	ENSMUSG00000066030	Oog2	PRAMEF13
ENSG00000279169	ENSMUSG00000050810	Oog3	PRAMEF13
ENSG00000279169	ENSMUSG00000070617	Gm13089	PRAMEF13
ENSG00000279169	ENSMUSG00000073721	Pramef20	PRAMEF13
ENSG00000279169	ENSMUSG00000096576	Oog1	PRAMEF13
ENSG00000279169	ENSMUSG00000078510	Gm13101	PRAMEF13
ENSG00000279169	ENSMUSG00000096259	Gm3106	PRAMEF13
ENSG00000279169	ENSMUSG00000028591	Pramef12	PRAMEF13
ENSG00000279169	ENSMUSG00000096230	Gm16429	PRAMEF13
ENSG00000279169	ENSMUSG00000095409	Gm13043	PRAMEF13
ENSG00000279169	ENSMUSG00000094474	AC123873.2	PRAMEF13
ENSG00000279169	ENSMUSG00000073724	Pramel4	PRAMEF13
ENSG00000279169	ENSMUSG00000095763	AC124606.2	PRAMEF13
ENSG00000279169	ENSMUSG00000046262	C87977	PRAMEF13
ENSG00000279169	ENSMUSG00000074011	Gm7682	PRAMEF13
ENSG00000279169	ENSMUSG00000096756	AC165294.3	PRAMEF13
ENSG00000279169	ENSMUSG00000072822	BC061212	PRAMEF13
ENSG00000279169	ENSMUSG00000046133	C130073F10Rik	PRAMEF13
ENSG00000279169	ENSMUSG00000094383	AC123873.1	PRAMEF13
ENSG00000279169	ENSMUSG00000094791	AC126035.1	PRAMEF13
ENSG00000279169	ENSMUSG00000070618	BC080695	PRAMEF13
ENSG00000279169	ENSMUSG00000078508	Gm13128	PRAMEF13
ENSG00000279169	ENSMUSG00000047799	Oog4	PRAMEF13
ENSG00000279169	ENSMUSG00000025839	Pramel7	PRAMEF13
ENSG00000279169	ENSMUSG00000046862	Pramef8	PRAMEF13
ENSG00000279169	ENSMUSG00000078511	Pramef25	PRAMEF13
ENSG00000279169	ENSMUSG00000070686	C87414	PRAMEF13
ENSG00000279169	ENSMUSG00000094741	AC140325.2	PRAMEF13
ENSG00000279169	ENSMUSG00000095570	AC140325.3	PRAMEF13
ENSG00000279169	ENSMUSG00000078626	Gm12790	PRAMEF13
ENSG00000279169	ENSMUSG00000094172	AC163611.1	PRAMEF13
ENSG00000279169	ENSMUSG00000094836	AC123873.3	PRAMEF13
ENSG00000279169	ENSMUSG00000073723	Gm13102	PRAMEF13
ENSG00000279169	ENSMUSG00000096680	AC164084.3	PRAMEF13
ENSG00000279169	ENSMUSG00000095475	AC133095.2	PRAMEF13
