Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMMUG00000051938	ENSG00000235387	SPAAR	SPAAR
ENSMMUG00000052678			
ENSMMUG00000058553	ENSG00000167123	CERCAM	
ENSMMUG00000023694	ENSG00000135446	CDK4	CDK4
ENSMMUG00000002980	ENSG00000278053	DDX52	DDX52
ENSMMUG00000064768			
ENSMMUG00000026970	ENSG00000284536	MIR17	mml-mir-17
ENSMMUG00000053966			
ENSMMUG00000006728	ENSG00000100225	FBXO7	FBXO7
ENSMMUG00000025503	ENSG00000200530	SNORD35B	
ENSMMUG00000020350	ENSG00000140848	CPNE2	CPNE2
ENSMMUG00000038217	ENSG00000244104	RN7SL659P	Metazoa_SRP
ENSMMUG00000026887	ENSG00000283815	MIR18A	MIR18A
ENSMMUG00000018146	ENSG00000140043	PTGR2	PTGR2
ENSMMUG00000022721	ENSG00000149600	COMMD7	COMMD7
ENSMMUG00000051256			
ENSMMUG00000060642			Metazoa_SRP
ENSMMUG00000015236	ENSG00000172680	MOS	MOS
ENSMMUG00000037409	ENSG00000238830	RNU7-46P	U7
ENSMMUG00000058960			
ENSMMUG00000037526	ENSG00000165501	LRR1	LRR1
ENSMMUG00000054994			
ENSMMUG00000009791	ENSG00000139835	GRTP1	GRTP1
ENSMMUG00000026660	ENSG00000202137	Y_RNA	Y_RNA
ENSMMUG00000049351	ENSG00000198934	MAGEE1	MAGEE1
ENSMMUG00000055531			Metazoa_SRP
ENSMMUG00000055462			Metazoa_SRP
ENSMMUG00000019369	ENSG00000090924	PLEKHG2	PLEKHG2
ENSMMUG00000035363	ENSG00000222635	RNU6-1203P	U6
ENSMMUG00000028169	ENSG00000222558	RNU6-1064P	U6
ENSMMUG00000010913	ENSG00000174448	STARD6	STARD6
ENSMMUG00000026908	ENSG00000207782	MIR150	MIR150
ENSMMUG00000057400			
ENSMMUG00000059803			
ENSMMUG00000059308	ENSG00000160439	RDH13	
ENSMMUG00000026846	ENSG00000284204	MIR19A	mml-mir-19a
ENSMMUG00000027068	ENSG00000207800	MIR504	mml-mir-504
ENSMMUG00000016342	ENSG00000196196	HRCT1	HRCT1
ENSMMUG00000050762			
ENSMMUG00000050586			Metazoa_SRP
ENSMMUG00000014463	ENSG00000269791	SSX4B	
ENSMMUG00000014463	ENSG00000268009	SSX4	
ENSMMUG00000017839	ENSG00000181544	FANCB	FANCB
ENSMMUG00000057451			
ENSMMUG00000015178	ENSG00000170558	CDH2	CDH2
ENSMMUG00000064791			
ENSMMUG00000033750	ENSG00000221093		
ENSMMUG00000031838	ENSG00000092841	MYL6	MYL6
ENSMMUG00000013346	ENSG00000102802	MEDAG	MEDAG
ENSMMUG00000057375			
ENSMMUG00000061732			
ENSMMUG00000050385			
ENSMMUG00000009054	ENSG00000125675	GRIA3	GRIA3
ENSMMUG00000049637			
ENSMMUG00000062866			
ENSMMUG00000036967	ENSG00000238926	Y_RNA	Y_RNA
ENSMMUG00000055133			
ENSMMUG00000054291	ENSG00000196263	ZNF471	ZNF471
ENSMMUG00000049389			
ENSMMUG00000019831	ENSG00000172915	NBEA	NBEA
ENSMMUG00000055723	ENSG00000123570	RAB9B	RAB9B
ENSMMUG00000031648			
ENSMMUG00000015600	ENSG00000166295	ANAPC16	ANAPC16
ENSMMUG00000057553			
ENSMMUG00000032935	ENSG00000212184	RNU6-440P	U6
ENSMMUG00000059405	ENSG00000277771	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000060177	ENSG00000179820	MYADM	MYADM
ENSMMUG00000027060			
ENSMMUG00000010496	ENSG00000122965	RBM19	RBM19
ENSMMUG00000057851			Metazoa_SRP
ENSMMUG00000054606			
ENSMMUG00000031224	ENSG00000101266	CSNK2A1	CSNK2A1
ENSMMUG00000031224	ENSG00000254598	CSNK2A3	CSNK2A1
ENSMMUG00000012273	ENSG00000104870	FCGRT	
ENSMMUG00000008874	ENSG00000174405	LIG4	LIG4
ENSMMUG00000045757	ENSG00000176907	TCIM	TCIM
ENSMMUG00000026861	ENSG00000207996	MIR301A	mml-mir-301a
ENSMMUG00000053383			
ENSMMUG00000060468			
ENSMMUG00000006875	ENSG00000197057	DTHD1	DTHD1
ENSMMUG00000013496	ENSG00000104047	DTWD1	DTWD1
ENSMMUG00000027964			5S_rRNA
ENSMMUG00000017479	ENSG00000135108	FBXO21	FBXO21
ENSMMUG00000034978	ENSG00000223215	RNU6-607P	U6
ENSMMUG00000039873			
ENSMMUG00000061268	ENSG00000181690	PLAG1	PLAG1
ENSMMUG00000009187	ENSG00000148408	CACNA1B	CACNA1B
ENSMMUG00000021229	ENSG00000082515	MRPL22	MRPL22
ENSMMUG00000020064	ENSG00000101981	F9	F9
ENSMMUG00000064163			Metazoa_SRP
ENSMMUG00000050144			
ENSMMUG00000003686	ENSG00000182141	ZNF708	ZNF708
ENSMMUG00000049544			
ENSMMUG00000004615	ENSG00000105767	CADM4	CADM4
ENSMMUG00000062401	ENSG00000168828	OR13J1	OR13J1
ENSMMUG00000048368			
ENSMMUG00000061899	ENSG00000145990	GFOD1	GFOD1
ENSMMUG00000058755			
ENSMMUG00000057655			
ENSMMUG00000038955	ENSG00000167005	NUDT21	NUDT21
ENSMMUG00000045491	ENSG00000176771	NCKAP5	NCKAP5
ENSMMUG00000058319			
ENSMMUG00000028541	ENSG00000211514	MIR454	mml-mir-454
ENSMMUG00000013927	ENSG00000099817	POLR2E	POLR2E
ENSMMUG00000014144	ENSG00000104660	LEPROTL1	LEPROTL1
ENSMMUG00000055183			
ENSMMUG00000064765			
ENSMMUG00000014132	ENSG00000072062	PRKACA	PRKACA
ENSMMUG00000003296	ENSG00000147099	HDAC8	CITED1
ENSMMUG00000040952	ENSG00000140993	TIGD7	TIGD7
ENSMMUG00000017931	ENSG00000131067	GGT7	GGT7
ENSMMUG00000044359			
ENSMMUG00000052482			
ENSMMUG00000061216	ENSG00000145384	FABP2	FABP2
ENSMMUG00000053781	ENSG00000111348	ARHGDIB	ARHGDIB
ENSMMUG00000023406	ENSG00000167861	HID1	HID1
ENSMMUG00000002045	ENSG00000152556	PFKM	PFKM
ENSMMUG00000055920			
ENSMMUG00000064571			
ENSMMUG00000018657	ENSG00000088387	DOCK9	DOCK9
ENSMMUG00000052167			
ENSMMUG00000057162			
ENSMMUG00000042902	ENSG00000283705	MIR92A1	mml-mir-92a-1
ENSMMUG00000050898			
ENSMMUG00000050321			
ENSMMUG00000019461	ENSG00000175664	TEX26	TEX26
ENSMMUG00000044383			U7
ENSMMUG00000052625			
ENSMMUG00000034195	ENSG00000252212	RNU2-58P	U2
ENSMMUG00000043786	ENSG00000135951	TSGA10	TSGA10
ENSMMUG00000016740	ENSG00000153531	ADPRHL1	DCUN1D2
ENSMMUG00000008286	ENSG00000165502	RPL36AL	RPL36AL
ENSMMUG00000051687			
ENSMMUG00000058509			
ENSMMUG00000057832			
ENSMMUG00000001635	ENSG00000183779	ZNF703	ZNF703
ENSMMUG00000028305	ENSG00000202308	RNU6-996P	U6
ENSMMUG00000000785	ENSG00000163501	IHH	IHH
ENSMMUG00000007972	ENSG00000126583	PRKCG	PRKCG
ENSMMUG00000011588	ENSG00000099331	MYO9B	
ENSMMUG00000061480			
ENSMMUG00000010068	ENSG00000143363	PRUNE1	PRUNE1
ENSMMUG00000059573			
ENSMMUG00000019085	ENSG00000164039	BDH2	BDH2
ENSMMUG00000046464	ENSG00000170791	CHCHD7	CHCHD7
ENSMMUG00000003161	ENSG00000099308	MAST3	MAST3
ENSMMUG00000061835			Metazoa_SRP
ENSMMUG00000065089			
ENSMMUG00000008039	ENSG00000139826	ABHD13	ABHD13
ENSMMUG00000000470	ENSG00000152766	ANKRD22	ANKRD22
ENSMMUG00000055074			
ENSMMUG00000065305	ENSG00000200471	RNU6-1125P	U6
ENSMMUG00000056390			Metazoa_SRP
ENSMMUG00000019832			
ENSMMUG00000054405			
ENSMMUG00000010911	ENSG00000101751	POLI	POLI
ENSMMUG00000062524	ENSG00000175938	ORAI3	ORAI3
ENSMMUG00000026638	ENSG00000200170	Y_RNA	Y_RNA
ENSMMUG00000052044			
ENSMMUG00000057351			
ENSMMUG00000031865	ENSG00000137103	TMEM8B	TMEM8B
ENSMMUG00000014818	ENSG00000065534	MYLK	MYLK
ENSMMUG00000050113			
ENSMMUG00000022922	ENSG00000123358	NR4A1	NR4A1
ENSMMUG00000002241	ENSG00000137710	RDX	RDX
ENSMMUG00000053619			
ENSMMUG00000035403			U2
ENSMMUG00000015761	ENSG00000168502	MTCL1	MTCL1
ENSMMUG00000045285	ENSG00000155760	FZD7	FZD7
ENSMMUG00000014153	ENSG00000104856	RELB	RELB
ENSMMUG00000008285	ENSG00000168282	MGAT2	MGAT2
ENSMMUG00000020656	ENSG00000172497	ACOT12	ACOT12
ENSMMUG00000065342			
ENSMMUG00000027122			mml-mir-384
ENSMMUG00000052738	ENSG00000088053	GP6	
ENSMMUG00000060416			
ENSMMUG00000038410			
ENSMMUG00000012178	ENSG00000136436	CALCOCO2	CALCOCO2
ENSMMUG00000056883			
ENSMMUG00000021803	ENSG00000141580	WDR45B	WDR45B
ENSMMUG00000005406	ENSG00000145979	TBC1D7	TBC1D7
ENSMMUG00000052945			
ENSMMUG00000049467			
ENSMMUG00000008210	ENSG00000102359	SRPX2	SRPX2
ENSMMUG00000058844	ENSG00000196274	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000033913	ENSG00000212590		
ENSMMUG00000033223	ENSG00000207500	SNORD102	SNORD102
ENSMMUG00000021350	ENSG00000167258	CDK12	CDK12
ENSMMUG00000028946	ENSG00000167468	GPX4	GPX4
ENSMMUG00000010199	ENSG00000104415	CCN4	CCN4
ENSMMUG00000010083	ENSG00000007171	NOS2	NOS2
ENSMMUG00000015859	ENSG00000165805	C12orf50	C11H12orf50
ENSMMUG00000065087			
ENSMMUG00000007305	ENSG00000138735	PDE5A	PDE5A
ENSMMUG00000061604			
ENSMMUG00000009303	ENSG00000165972	CCDC38	CCDC38
ENSMMUG00000000776	ENSG00000165061	ZMAT4	ZMAT4
ENSMMUG00000021673	ENSG00000196867	ZFP28	ZFP28
ENSMMUG00000010405	ENSG00000144369	FAM171B	FAM171B
ENSMMUG00000059838			ADAM1
ENSMMUG00000050353			
ENSMMUG00000034538			Y_RNA
ENSMMUG00000020551	ENSG00000187605	TET3	TET3
ENSMMUG00000065057			
ENSMMUG00000009479	ENSG00000138303	ASCC1	ASCC1
ENSMMUG00000026862			mml-mir-325
ENSMMUG00000000943	ENSG00000147475	ERLIN2	ERLIN2
ENSMMUG00000008284	ENSG00000165506	DNAAF2	DNAAF2
ENSMMUG00000000786	ENSG00000187736	NHEJ1	NHEJ1
ENSMMUG00000013082	ENSG00000166451	CENPN	CENPN
ENSMMUG00000002878	ENSG00000196584	XRCC2	XRCC2
ENSMMUG00000026639	ENSG00000207051	SNORA27	SNORA27
ENSMMUG00000061174			
ENSMMUG00000063348			
ENSMMUG00000003084	ENSG00000187796	CARD9	CARD9
ENSMMUG00000018511	ENSG00000150394	CDH8	CDH8
ENSMMUG00000060254			
ENSMMUG00000001883	ENSG00000182329	KIAA2012	KIAA2012
ENSMMUG00000056720			Metazoa_SRP
ENSMMUG00000001407	ENSG00000158865	SLC5A11	SLC5A11
ENSMMUG00000014860	ENSG00000019186	CYP24A1	CYP24A1
ENSMMUG00000052016			
ENSMMUG00000014155	ENSG00000104859	CLASRP	CLASRP
ENSMMUG00000008254	ENSG00000077235	GTF3C1	GTF3C1
ENSMMUG00000050529			
ENSMMUG00000057377			
ENSMMUG00000056522			
ENSMMUG00000059829	ENSG00000269226	TMSB15C	
ENSMMUG00000059829	ENSG00000158427	TMSB15B	
ENSMMUG00000046102	ENSG00000263989	RN7SL615P	Metazoa_SRP
ENSMMUG00000017975	ENSG00000162086	ZNF75A	ZNF75A
ENSMMUG00000040374	ENSG00000239356	RN7SL309P	Metazoa_SRP
ENSMMUG00000049650	ENSG00000122035	RASL11A	RASL11A
ENSMMUG00000062425	ENSG00000105549	SPMAP2	SPMAP2
ENSMMUG00000049728	ENSG00000253548	PYDC2	
ENSMMUG00000060435			Metazoa_SRP
ENSMMUG00000063689			
ENSMMUG00000011637	ENSG00000153237	CCDC148	CCDC148
ENSMMUG00000005280	ENSG00000162236	STX5	STX5
ENSMMUG00000007675	ENSG00000149257	SERPINH1	SERPINH1
ENSMMUG00000008040	ENSG00000102524	TNFSF13B	TNFSF13B
ENSMMUG00000014453	ENSG00000125846	ZNF133	ZNF133
ENSMMUG00000003233			
ENSMMUG00000011744	ENSG00000196468	FGF16	FGF16
ENSMMUG00000017842	ENSG00000130150	MOSPD2	MOSPD2
ENSMMUG00000022873	ENSG00000166401	SERPINB8	SERPINB8
ENSMMUG00000051121			
ENSMMUG00000052312			Metazoa_SRP
ENSMMUG00000050608			
ENSMMUG00000011443	ENSG00000108395	TRIM37	TRIM37
ENSMMUG00000060401			Metazoa_SRP
ENSMMUG00000033092	ENSG00000207267	RNU6-1081P	U6
ENSMMUG00000061068			
ENSMMUG00000053880	ENSG00000276669	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000000343	ENSG00000166257	SCN3B	SCN3B
ENSMMUG00000003913	ENSG00000100479	POLE2	POLE2
ENSMMUG00000052895	ENSG00000177669	MBOAT4	MBOAT4
ENSMMUG00000009461	ENSG00000108854	SMURF2	SMURF2
ENSMMUG00000029125	ENSG00000087263	OGFOD1	OGFOD1
ENSMMUG00000002917	ENSG00000185187	SIGIRR	
ENSMMUG00000056927			
ENSMMUG00000014810	ENSG00000170786	SDR16C5	SDR16C5
ENSMMUG00000056634	ENSG00000101812	H2BW2	H2BW2A
ENSMMUG00000026973			mml-mir-149
ENSMMUG00000010200	ENSG00000104419	NDRG1	NDRG1
ENSMMUG00000015533	ENSG00000196268	ZNF493	ZNF493
ENSMMUG00000055747	ENSG00000126267	COX6B1	COX6B1
ENSMMUG00000005101	ENSG00000115226	FNDC4	FNDC4
ENSMMUG00000063373			
ENSMMUG00000003684	ENSG00000104043	ATP8B4	ATP8B4
ENSMMUG00000007418	ENSG00000173039	RELA	RELA
ENSMMUG00000051666			
ENSMMUG00000058740			
ENSMMUG00000020810	ENSG00000158955	WNT9B	WNT9B
ENSMMUG00000004251	ENSG00000132793	LPIN3	LPIN3
ENSMMUG00000058196			
ENSMMUG00000022785	ENSG00000162976	SLC66A3	SLC66A3
ENSMMUG00000004461	ENSG00000125875	TBC1D20	TBC1D20
ENSMMUG00000010376	ENSG00000067248	DHX29	DHX29
ENSMMUG00000050350			
ENSMMUG00000011935	ENSG00000167895	TMC8	TMC8
ENSMMUG00000018592	ENSG00000154262	ABCA6	ABCA6
ENSMMUG00000015860	ENSG00000133641	RLIG1	RLIG1
ENSMMUG00000059261	ENSG00000248099	INSL3	
ENSMMUG00000007658	ENSG00000183735	TBK1	TBK1
ENSMMUG00000062314	ENSG00000200526	RNY4P14	Y_RNA
ENSMMUG00000049416			
ENSMMUG00000020066	ENSG00000101977	MCF2	MCF2
ENSMMUG00000060360			Metazoa_SRP
ENSMMUG00000062095			
ENSMMUG00000057639			
ENSMMUG00000004616	ENSG00000011422	PLAUR	PLAUR
ENSMMUG00000032378	ENSG00000123569	H2BW1	H2BW1
ENSMMUG00000059174	ENSG00000267795	SMIM22	SMIM22
ENSMMUG00000061596			Metazoa_SRP
ENSMMUG00000054665	ENSG00000240654	C1QTNF9	
ENSMMUG00000054665	ENSG00000205863	C1QTNF9B	
ENSMMUG00000013735	ENSG00000104671	DCTN6	DCTN6
ENSMMUG00000004662	ENSG00000079134	THOC1	THOC1
ENSMMUG00000014835	ENSG00000144504	ANKMY1	ANKMY1
ENSMMUG00000058478			
ENSMMUG00000063175			
ENSMMUG00000060071	ENSG00000274385	U6	U6
ENSMMUG00000060071	ENSG00000275068	U6	U6
ENSMMUG00000060071	ENSG00000278625	U6	U6
ENSMMUG00000060071	ENSG00000212441	RNU6-1269P	U6
ENSMMUG00000060071	ENSG00000275030	RNU6-538P	U6
ENSMMUG00000060071	ENSG00000238529	RNU6-599P	U6
ENSMMUG00000060071	ENSG00000278551	RNU6-368P	U6
ENSMMUG00000060071	ENSG00000238551	RNU6-1193P	U6
ENSMMUG00000060071	ENSG00000212140	RNU6-1320P	U6
ENSMMUG00000043076	ENSG00000239884	RN7SL608P	Metazoa_SRP
ENSMMUG00000007546	ENSG00000186897	C1QL4	C1QL4
ENSMMUG00000059432			
ENSMMUG00000012644	ENSG00000121057	AKAP1	AKAP1
ENSMMUG00000010886	ENSG00000064932	SBNO2	SBNO2
ENSMMUG00000010460	ENSG00000134533	RERG	RERG
ENSMMUG00000003676	ENSG00000174145	NWD2	NWD2
ENSMMUG00000029318	ENSG00000172717	GARIN2	GARIN2
ENSMMUG00000051317			
ENSMMUG00000043491	ENSG00000244328	RN7SL845P	Metazoa_SRP
ENSMMUG00000034623	ENSG00000252635	RNU2-56P	U2
ENSMMUG00000050803			
ENSMMUG00000009339	ENSG00000138134	STAMBPL1	STAMBPL1
ENSMMUG00000057250			Metazoa_SRP
ENSMMUG00000060219			
ENSMMUG00000038165	ENSG00000266720	RN7SL14P	Metazoa_SRP
ENSMMUG00000034074			
ENSMMUG00000006192	ENSG00000101850	GPR143	GPR143
ENSMMUG00000011463	ENSG00000226650	KIF4B	KIF4B
ENSMMUG00000053448			
ENSMMUG00000049658			
ENSMMUG00000046540	ENSG00000139266	MARCHF9	MARCHF9
ENSMMUG00000014374	ENSG00000136908	DPM2	DPM2
ENSMMUG00000013088	ENSG00000140905	GCSH	GCSH
ENSMMUG00000011477	ENSG00000114982	KANSL3	KANSL3
ENSMMUG00000009787	ENSG00000142552	RCN3	
ENSMMUG00000035691	ENSG00000212553	SNORD116	SNORD116
ENSMMUG00000050201	ENSG00000105639	JAK3	
ENSMMUG00000033117			U6
ENSMMUG00000051474	ENSG00000134640	MTNR1B	
ENSMMUG00000002807	ENSG00000065057	NTHL1	NTHL1
ENSMMUG00000043730			U6
ENSMMUG00000051668	ENSG00000223078	RNU2-55P	U2
ENSMMUG00000020527	ENSG00000132361	CLUH	CLUH
ENSMMUG00000063221			Metazoa_SRP
ENSMMUG00000032380	ENSG00000123569	H2BW1	H2BW1C
ENSMMUG00000018920	ENSG00000133627	ACTR3B	ACTR3B
ENSMMUG00000026501	ENSG00000207458	RNY3P9	Y_RNA
ENSMMUG00000061970	ENSG00000201242	RNY1P1	Y_RNA
ENSMMUG00000057215			
ENSMMUG00000051342			Metazoa_SRP
ENSMMUG00000036835			U6
ENSMMUG00000003083	ENSG00000213221	DNLZ	DNLZ
ENSMMUG00000011949	ENSG00000138107	ACTR1A	ACTR1A
ENSMMUG00000009029	ENSG00000122034	GTF3A	GTF3A
ENSMMUG00000056403			
ENSMMUG00000018289	ENSG00000163704	PRRT3	PRRT3
ENSMMUG00000054961	ENSG00000200759	RNU6-884P	U6
ENSMMUG00000045788			
ENSMMUG00000063673			Metazoa_SRP
ENSMMUG00000061355			Metazoa_SRP
ENSMMUG00000009308	ENSG00000084110	HAL	HAL
ENSMMUG00000058307	ENSG00000202309	Y_RNA	Y_RNA
ENSMMUG00000055064			
ENSMMUG00000010467	ENSG00000108559	NUP88	NUP88
ENSMMUG00000016845	ENSG00000169554	ZEB2	ZEB2
ENSMMUG00000033135	ENSG00000200779	RNU6-105P	U6
ENSMMUG00000064739			Metazoa_SRP
ENSMMUG00000055317			
ENSMMUG00000013425	ENSG00000273111	LYPD4	LYPD4
ENSMMUG00000010433	ENSG00000188554	NBR1	NBR1
ENSMMUG00000021417	ENSG00000072415	PALS1	PALS1
ENSMMUG00000059175			
ENSMMUG00000049809	ENSG00000260691	ANKRD20A1	
ENSMMUG00000057154			
ENSMMUG00000052653			
ENSMMUG00000039405			
ENSMMUG00000056412			
ENSMMUG00000063194			
ENSMMUG00000049594			Metazoa_SRP
ENSMMUG00000052791			
ENSMMUG00000009567	ENSG00000140632	GLYR1	GLYR1
ENSMMUG00000032674	ENSG00000211574	MIR770	mml-mir-770
ENSMMUG00000055069	ENSG00000120738	EGR1	EGR1
ENSMMUG00000010067	ENSG00000143409	MINDY1	MINDY1
ENSMMUG00000022574	ENSG00000085224	ATRX	ATRX
ENSMMUG00000020421	ENSG00000103043	VAC14	VAC14
ENSMMUG00000020809	ENSG00000108379	WNT3	WNT3
ENSMMUG00000033670	ENSG00000221387	RNU6ATAC8P	RNU6ATAC8P
ENSMMUG00000042516	ENSG00000240317	RN7SL764P	Metazoa_SRP
ENSMMUG00000057627			
ENSMMUG00000045073			
ENSMMUG00000001404	ENSG00000171532	NEUROD2	NEUROD2
ENSMMUG00000032735	ENSG00000206985	RNU6-198P	U6
ENSMMUG00000061579	ENSG00000170684	ZNF296	ZNF296
ENSMMUG00000008273	ENSG00000139613	SMARCC2	SMARCC2
ENSMMUG00000002453	ENSG00000121671	CRY2	CRY2
ENSMMUG00000057835			
ENSMMUG00000007564	ENSG00000140987	ZSCAN32	ZSCAN32
ENSMMUG00000053083			C2CD4C
ENSMMUG00000065025			
ENSMMUG00000002421	ENSG00000122678	POLM	POLM
ENSMMUG00000013338	ENSG00000103544	VPS35L	VPS35L
ENSMMUG00000029176	ENSG00000140750	ARHGAP17	ARHGAP17
ENSMMUG00000021343	ENSG00000088205	DDX18	DDX18
ENSMMUG00000013008	ENSG00000101811	CSTF2	CSTF2
ENSMMUG00000052676			
ENSMMUG00000060305			
ENSMMUG00000022610	ENSG00000182957	SPATA13	SPATA13
ENSMMUG00000006330	ENSG00000124374	PAIP2B	PAIP2B
ENSMMUG00000056222	ENSG00000202224	Y_RNA	Y_RNA
ENSMMUG00000000788	ENSG00000213901	SLC23A3	SLC23A3
ENSMMUG00000006193	ENSG00000146950	SHROOM2	SHROOM2
ENSMMUG00000060562			
ENSMMUG00000027010			
ENSMMUG00000011801	ENSG00000154080	CHST9	CHST9
ENSMMUG00000023140	ENSG00000149474	KAT14	KAT14
ENSMMUG00000001325	ENSG00000111186	WNT5B	WNT5B
ENSMMUG00000061136			Metazoa_SRP
ENSMMUG00000013707	ENSG00000120694	HSPH1	HSPH1
ENSMMUG00000017300	ENSG00000101132	PFDN4	PFDN4
ENSMMUG00000018290	ENSG00000125037	EMC3	EMC3
ENSMMUG00000050501			
ENSMMUG00000007548	ENSG00000178401	DNAJC22	DNAJC22
ENSMMUG00000064208			Metazoa_SRP
ENSMMUG00000022144	ENSG00000111012	CYP27B1	CYP27B1
ENSMMUG00000006711	ENSG00000105668	UPK1A	UPK1A
ENSMMUG00000013426	ENSG00000142025	DMRTC2	DMRTC2
ENSMMUG00000055770			
ENSMMUG00000039980	ENSG00000080573	COL5A3	COL5A3
ENSMMUG00000006775	ENSG00000181195	PENK	PENK
ENSMMUG00000040259	ENSG00000239948	RN7SL368P	Metazoa_SRP
ENSMMUG00000040845	ENSG00000269743	SLC25A53	SLC25A53
ENSMMUG00000014135	ENSG00000105011	ASF1B	ASF1B
ENSMMUG00000060975			Metazoa_SRP
ENSMMUG00000049883			Metazoa_SRP
ENSMMUG00000028591	ENSG00000199151	MIR337	MIR337
ENSMMUG00000007676	ENSG00000171533	MAP6	MAP6
ENSMMUG00000060815	ENSG00000142252	GEMIN7	
ENSMMUG00000062026			
ENSMMUG00000038362	ENSG00000197016	ZNF470	ZNF470
ENSMMUG00000011392	ENSG00000032444	PNPLA6	PNPLA6
ENSMMUG00000062950			
ENSMMUG00000064860	ENSG00000164708	PGAM2	PGAM2
ENSMMUG00000003081	ENSG00000160360	GPSM1	GPSM1
ENSMMUG00000058320	ENSG00000207412	RNU6-455P	U6
ENSMMUG00000017741	ENSG00000180773	SLC36A4	SLC36A4
ENSMMUG00000009524	ENSG00000136044	APPL2	APPL2
ENSMMUG00000058676	ENSG00000201662	RNU6-60P	U6
ENSMMUG00000063468			Metazoa_SRP
ENSMMUG00000055159			Metazoa_SRP
ENSMMUG00000063642			
ENSMMUG00000050111	ENSG00000182415	CDY2A	
ENSMMUG00000050111	ENSG00000172352	CDY1B	
ENSMMUG00000050111	ENSG00000172288	CDY1	
ENSMMUG00000050111	ENSG00000129873	CDY2B	
ENSMMUG00000053753			
ENSMMUG00000004022	ENSG00000163012	ZSWIM2	ZSWIM2
ENSMMUG00000003819	ENSG00000142546	NOSIP	NOSIP
ENSMMUG00000002712	ENSG00000136531	SCN2A	SCN2A
ENSMMUG00000005473	ENSG00000254656	RTL1	RTL1
ENSMMUG00000000485			
ENSMMUG00000004581	ENSG00000170624	SGCD	SGCD
ENSMMUG00000020040	ENSG00000112137	PHACTR1	PHACTR1
ENSMMUG00000053478			
ENSMMUG00000060032	ENSG00000132589	FLOT2	
ENSMMUG00000006197	ENSG00000107020	PLGRKT	PLGRKT
ENSMMUG00000056332	ENSG00000269404	SPIB	SPIB
ENSMMUG00000060188	ENSG00000137714	FDX1	FDX1
ENSMMUG00000027658	ENSG00000199788	RNY3P2	Y_RNA
ENSMMUG00000022281	ENSG00000123575	FAM199X	FAM199X
ENSMMUG00000060979	ENSG00000200254	RNU6-536P	U6
ENSMMUG00000028514	ENSG00000200875	RNU6-340P	U6
ENSMMUG00000027574	ENSG00000207438	Y_RNA	Y_RNA
ENSMMUG00000005240			SUMO1
ENSMMUG00000007568	ENSG00000103343	ZNF174	ZNF174
ENSMMUG00000044697	ENSG00000124449	IRGC	IRGC
ENSMMUG00000043420	ENSG00000243723	RN7SL393P	Metazoa_SRP
ENSMMUG00000022874	ENSG00000221887	HMSD	
ENSMMUG00000064430			
ENSMMUG00000023231	ENSG00000143412	ANXA9	ANXA9
ENSMMUG00000005871	ENSG00000120705	ETF1	ETF1
ENSMMUG00000001405	ENSG00000131771	PPP1R1B	PPP1R1B
ENSMMUG00000053355			Metazoa_SRP
ENSMMUG00000052023			
ENSMMUG00000020573	ENSG00000214694	ARHGEF33	ARHGEF33
ENSMMUG00000061737			
ENSMMUG00000032639	ENSG00000208001	MIR431	mml-mir-431
ENSMMUG00000056235	ENSG00000166261	ZNF202	ZNF202
ENSMMUG00000063566			
ENSMMUG00000026323			5S_rRNA
ENSMMUG00000019440	ENSG00000171823	FBXL14	FBXL14
ENSMMUG00000054803			
ENSMMUG00000063728			Metazoa_SRP
ENSMMUG00000009030	ENSG00000122033	MTIF3	MTIF3
ENSMMUG00000009691	ENSG00000154274	C4orf19	C5H4orf19
ENSMMUG00000042430			
ENSMMUG00000045126	ENSG00000252756	RNU6-577P	U6
ENSMMUG00000005548	ENSG00000073969	NSF	NSF
ENSMMUG00000003762	ENSG00000123352	SPATS2	SPATS2
ENSMMUG00000017932	ENSG00000131069	ACSS2	ACSS2
ENSMMUG00000032662	ENSG00000207569	MIR433	mml-mir-433
ENSMMUG00000019089	ENSG00000138778	CENPE	CENPE
ENSMMUG00000064127			
ENSMMUG00000052690			
ENSMMUG00000032109	ENSG00000151490	PTPRO	PTPRO
ENSMMUG00000005096	ENSG00000138002	IFT172	IFT172
ENSMMUG00000059719			Metazoa_SRP
ENSMMUG00000062506			
ENSMMUG00000030279	ENSG00000108599	AKAP10	AKAP10
ENSMMUG00000062719			
ENSMMUG00000057868			
ENSMMUG00000021675	ENSG00000197951	ZNF71	ZNF71
ENSMMUG00000022930	ENSG00000104866	PPP1R37	PPP1R37
ENSMMUG00000017830	ENSG00000114956	DGUOK	DGUOK
ENSMMUG00000014027	ENSG00000089250	NOS1	NOS1
ENSMMUG00000030780	ENSG00000150907	FOXO1	FOXO1
ENSMMUG00000049280			
ENSMMUG00000002408	ENSG00000106608	URGCP	URGCP
ENSMMUG00000031631	ENSG00000167103	PIP5KL1	PIP5KL1
ENSMMUG00000056827	ENSG00000102539	MLNR	MLNR
ENSMMUG00000018428			
ENSMMUG00000044079			
ENSMMUG00000039628			U7
ENSMMUG00000055924			
ENSMMUG00000055156			
